English,Japanese,Industry,TSE,Exchange,Source
Chilled & Frozen Logistics Holdings Co. Ltd.,,Trucking,9099,XTKS,1WSJ
Chimney Co. Ltd.,,Restaurants,3178,XTKS,1WSJ
Chino Corp.,,Precision Products,6850,XTKS,1WSJ
Chiome Bioscience Inc.,,Biotechnology,4583,XTKS,1WSJ
Chita Kogyo Co. Ltd.,,Motor Vehicle Parts,5993,XNGO,1WSJ
Chiyoda Co. Ltd.,,Clothing Retail,8185,XTKS,1WSJ
Chiyoda Corp.,,Construction,6366,XTKS,1WSJ
Chiyoda Integre Co. Ltd.,,Audio/Video Equipment,6915,XTKS,1WSJ
Choei Inc.,,Real Estate Developers,2993,XTKS,1WSJ
Chofu Seisakusho Co. Ltd.,,Housewares,5946,XTKS,1WSJ
Chori Co. Ltd.,,Clothing,8014,XTKS,1WSJ
Choushimaru Co. Ltd.,,Restaurants,3075,XJAS,1WSJ
Chubu Electric Power,中部電力株式会社,,9502,,2WIKI
Chubu Shiryo Co. Ltd.,,Food Products,2053,XTKS,1WSJ
Chubu Steel Plate Co. Ltd.,,Iron/Steel,5461,XNGO,1WSJ
Chubu Suisan Co. Ltd.,,Food Retail,8145,XNGO,1WSJ
Chubu-Nippon Broadcasting Co. Ltd.,,Broadcasting,9402,XNGO,1WSJ
Chuco Co. Ltd.,,Publishing,2139,XTKS,1WSJ
Chudenko Corp.,,Construction,1941,XTKS,1WSJ
Chuetsu Pulp & Paper Co. Ltd.,,Paper/Pulp,3877,XTKS,1WSJ
Chugai Mining Co. Ltd.,,Precious Metals,1491,XTKS,1WSJ
Chugai Pharmaceutical Co. Ltd.,,Pharmaceuticals,4519,XTKS,1WSJ
Chugai Ro Co. Ltd.,,Industrial Machinery,1964,XTKS,1WSJ
Chugoku Bank Ltd.,,Banking,8382,XTKS,1WSJ
Chugoku Electric Power,中国電力株式会社,,9504,,2WIKI
Chugoku Marine Paints Ltd.,,Building Materials/Products,4617,XTKS,1WSJ
Chugokukogyo Co. Ltd.,,Containers/Packaging,5974,XTKS,1WSJ
Chukyo Bank Ltd.,,Banking,8530,XTKS,1WSJ
Chuo Build Industry Co. Ltd.,,Building Materials/Products,1971,XTKS,1WSJ
Chuo Gyorui Co. Ltd.,,Food Retail,8030,XTKS,1WSJ
Chuo Malleable Iron Co. Ltd.,,Motor Vehicle Parts,5607,XNGO,1WSJ
Chuo Seisakusho Ltd.,,Precision Products,6846,XNGO,1WSJ
Chuo Spring Co. Ltd.,,Motor Vehicle Parts,5992,XTKS,1WSJ
Chuo Warehouse Co. Ltd.,,Transportation Services,9319,XTKS,1WSJ
Chuoh Pack Industry Co. Ltd.,,Containers/Packaging,3952,XNGO,1WSJ
Circulation Co. Ltd.,,Diversified Business Services,7379,XTKS,1WSJ
Citizen,シチズン時計株式会社,,7762,,2WIKI
Cleanup Corp.,,Housewares,7955,XTKS,1WSJ
Cluster Technology Co. Ltd.,,Industrial Products,4240,XJAS,1WSJ
Coca-Cola Bottlers Japan Holdings Inc.,,Non-Alcoholic Beverages/Drinks,2579,XTKS,1WSJ
Colan Totte Co. Ltd.,,Medical Equipment/Supplies,7792,XTKS,1WSJ
Collabos Corp.,,Diversified Business Services,3908,XTKS,1WSJ
Colopl Inc.,,Toys & Games,3668,XTKS,1WSJ
Colowide Co. Ltd.,,Restaurants,7616,XTKS,1WSJ
Coly Inc.,,Toys & Games,4175,XTKS,1WSJ
Comany Inc.,,Furniture,7945,XTKS,1WSJ
Comforia Residential REIT Inc.,,Residential REITs,3282,XTKS,1WSJ
Cominix Co. Ltd.,,Wholesalers,3173,XTKS,1WSJ
CommSeed Corp.,,Gambling Industries,3739,XNGO,1WSJ
Commerce One Holdings Inc.,,Internet/Online,4496,XTKS,1WSJ
Computer Engineering & Consulting Ltd.,,Internet/Online,9692,XTKS,1WSJ
Computer Institute of Japan Ltd.,,Software,4826,XTKS,1WSJ
Comsys,コムシスホールディングス株式会社,,1721,,2WIKI
Comture Corp.,,Internet/Online,3844,XTKS,1WSJ
Concordia Financial Group Ltd.,,Banking,7186,XTKS,1WSJ
Confidence Inc.,,Employment/Training Services,7374,XTKS,1WSJ
Contec Co. Ltd.,,Precision Products,6639,XTKS,1WSJ
Convano Inc.,,Consumer Services,6574,XTKS,1WSJ
Cookbiz Co. Ltd.,,Employment/Training Services,6558,XTKS,1WSJ
Copa Corp. Inc.,,Wholesalers,7689,XTKS,1WSJ
Copro Holdings Co. Ltd.,,Employment/Training Services,7059,XTKS,1WSJ
Core Concept Technologies Inc.,,Emerging Technologies,4371,XTKS,1WSJ
Core Corp.,,Software,2359,XTKS,1WSJ
Corona Corp.,,Housewares,5909,XTKS,1WSJ
Cosel Co. Ltd.,,Industrial Electronics,6905,XTKS,1WSJ
Cosmo Energy Holdings Co. Ltd.,,Major Oil & Gas,5021,XTKS,1WSJ
Cosmo Oil,コスモ石油株式会社,,5007,,2WIKI
Cota Co. Ltd.,,Personal Care Products/Appliances,4923,XTKS,1WSJ
Create Corp.,,Wholesalers,3024,XJAS,1WSJ
Create Medic Co. Ltd.,,Medical Equipment/Supplies,5187,XTKS,1WSJ
Create SD Holdings Co. Ltd.,,Drug Retail,3148,XTKS,1WSJ
Credit Saison,株式会社クレディセゾン,,8253,,2WIKI
Creek & River Co. Ltd.,,Advertising/Marketing/Public Relations,4763,XTKS,1WSJ
Creema Ltd.,,Mixed Retailing,4017,XTKS,1WSJ
Cresco Ltd.,,Software,4674,XTKS,1WSJ
Crestec Inc.,,Diversified Business Services,7812,XTKS,1WSJ
Crops Corp.,,Home Goods Retail,9428,XTKS,1WSJ
Cross Cat Co. Ltd.,,Software,2307,XTKS,1WSJ
Cross Marketing Group Inc.,,Advertising/Marketing/Public Relations,3675,XTKS,1WSJ
Cross Plus Inc.,,Clothing,3320,XTKS,1WSJ
Crowdworks Inc.,,Employment/Training Services,3900,XTKS,1WSJ
Cube System Inc.,,Computer Services,2335,XTKS,1WSJ
Curves Holdings Co. Ltd.,,Recreational Services,7085,XTKS,1WSJ
Cyber Com Co. Ltd.,,Software,3852,XTKS,1WSJ
Cyber Security Cloud Inc.,,Software,4493,XTKS,1WSJ
CyberAgent Inc.,,Advertising/Marketing/Public Relations,4751,XTKS,1WSJ
CyberBuzz Inc.,,Advertising/Marketing/Public Relations,7069,XTKS,1WSJ
CyberStep Inc.,,Toys & Games,3810,XTKS,1WSJ
Cyberdyne Inc.,,Medical Equipment/Supplies,7779,XTKS,1WSJ
Cyberlinks Co. Ltd.,,Software,3683,XTKS,1WSJ
Cybernet Systems Co. Ltd.,,Software,4312,XTKS,1WSJ
Cybertrust Japan Co. Ltd.,,Software,4498,XTKS,1WSJ
Cybozu Inc.,,Software,4776,XTKS,1WSJ
D. Western Therapeutics Institute Inc.,,Pharmaceuticals,4576,XJAS,1WSJ
DCM Holdings Co. Ltd.,,Home Goods Retail,3050,XTKS,1WSJ
DD Holdings Co. Ltd.,,Restaurants,3073,XTKS,1WSJ
DDS Inc.,,Precision Products,3782,XTKS,1WSJ
DIC Corp.,,Chemicals,4631,XTKS,1WSJ
DKK Co. Ltd.,,Networking,6706,XTKS,1WSJ
DKK Toa Corp.,,Precision Products,6848,XTKS,1WSJ
DKS Co. Ltd.,,Chemicals,4461,XTKS,1WSJ
DLE Inc.,,Motion Picture/Sound Recording,3686,XTKS,1WSJ
DMG Mori Co. Ltd.,,Industrial Machinery,6141,XTKS,1WSJ
DMW Corp.,,Industrial Machinery,6365,XTKS,1WSJ
DN Holdings Co. Ltd.,,Diversified Holding Companies,7377,XTKS,1WSJ
DNA Chip Research Inc.,,Medical Equipment/Supplies,2397,XTKS,1WSJ
DRAFT Inc.,,Construction,5070,XTKS,1WSJ
DTS Corp.,,Software,9682,XTKS,1WSJ
DVx Inc.,,Medical Equipment/Supplies,3079,XTKS,1WSJ
Dai Nippon Printing,大日本印刷株式会社,,7912,,2WIKI
Dai Nippon Toryo Co. Ltd.,,Building Materials/Products,4611,XTKS,1WSJ
Dai-Ichi Cutter Kogyo K.K.,,Construction,1716,XTKS,1WSJ
Dai-ichi Life Holdings Inc.,,Life Insurance,8750,XTKS,1WSJ
Daibiru Corp.,,Real Estate Developers,8806,XTKS,1WSJ
Daicel,株式会社 ダイセル,,4202,,2WIKI
Daido Kogyo Co. Ltd.,,Industrial Products,6373,XTKS,1WSJ
Daido Metal Co. Ltd.,,Industrial Products,7245,XTKS,1WSJ
Daido Signal Co. Ltd.,,Industrial Electronics,6743,XTKS,1WSJ
Daido Steel Co. Ltd.,,Iron/Steel,5471,XTKS,1WSJ
Daidoh Ltd.,,Clothing,3205,XTKS,1WSJ
Daiei,株式会社ダイエー,,8263,,2WIKI
Daifuku,株式会社ダイフク,,6383,,2WIKI
Daihatsu,ダイハツ工業株式会社,,7262,,2WIKI
Daihatsu Diesel Mfg. Co. Ltd.,,Industrial Machinery,6023,XTKS,1WSJ
Daihen Corp.,,Industrial Electronics,6622,XTKS,1WSJ
Daiho Corp.,,Construction,1822,XTKS,1WSJ
Daiichi Jitsugyo Co. Ltd.,,Wholesalers,8059,XTKS,1WSJ
Daiichi Kigenso Kagaku-Kogyo Co. Ltd.,,Chemicals,4082,XTKS,1WSJ
Daiichi Koutsu Sangyo Co. Ltd.,,"Passenger Transport, Other",9035,XFKA,1WSJ
Daiichi Sankyo,第一三共株式会社,,4568,,2WIKI
Daiichikosho Co. Ltd.,,Audio/Video Equipment,7458,XTKS,1WSJ
Daiken Corp.,,Building Materials/Products,7905,XTKS,1WSJ
Daiken Medical Co. Ltd.,,Medical Equipment/Supplies,7775,XTKS,1WSJ
Daiki Axis Co. Ltd.,,Industrial Machinery,4245,XTKS,1WSJ
Daikin Industries,ダイキン工業株式会社,,6367,,2WIKI
Daiko Denshi Tsushin Ltd.,,Software,8023,XTKS,1WSJ
Daiko Tsusan Co. Ltd.,,Wholesalers,7673,XTKS,1WSJ
Daikoku Denki Co. Ltd.,,Gambling Industries,6430,XTKS,1WSJ
Daikokutenbussan Co. Ltd.,,Food Retail,2791,XTKS,1WSJ
Daikokuya Holdings Co. Ltd.,,Industrial Electronics,6993,XTKS,1WSJ
Daikyo,株式会社大京,,8840,,2WIKI
DaikyoNishikawa Corp.,,Diversified Holding Companies,4246,XTKS,1WSJ
Daimaru,株式会社大丸,,8234,,2WIKI
Daimaru Enawin Co. Ltd.,,Gas Utilities,9818,XTKS,1WSJ
Dainichi Co. Ltd.,,Housewares,5951,XTKS,1WSJ
Dainichiseika Color & Chemicals Mfg. Co. Ltd.,,Chemicals,4116,XTKS,1WSJ
Dainippon Sumitomo Pharma,大日本住友製薬株式会社,,4506,,2WIKI
Daio Paper Corp.,,Paper/Pulp,3880,XTKS,1WSJ
Daiohs Corp.,,Diversified Business Services,4653,XTKS,1WSJ
Dairei Co. Ltd.,,Building Materials/Products,2883,XTKS,1WSJ
Daisan Co. Ltd.,,Mobile Machinery,4750,XTKS,1WSJ
Daiseki Co. Ltd.,,Environment/Waste Management,9793,XTKS,1WSJ
Daiseki Eco. Solution Co. Ltd.,,Environment/Waste Management,1712,XTKS,1WSJ
Daishi Hokuetsu Financial Group Inc.,,Banking,7327,XTKS,1WSJ
Daishinku Corp.,,Industrial Electronics,6962,XTKS,1WSJ
Daisho Co. Ltd.,,Food Products,2816,XTKS,1WSJ
Daisue Construction Co. Ltd.,,Construction,1814,XTKS,1WSJ
Daisui Co. Ltd.,,Food Retail,7538,XTKS,1WSJ
Daisyo Corp.,,Restaurants,9979,XTKS,1WSJ
Daito Bank Ltd.,,Banking,8563,XTKS,1WSJ
Daito Chemix Corp.,,Chemicals,4366,XTKS,1WSJ
Daito Pharmaceutical Co. Ltd.,,Pharmaceuticals,4577,XTKS,1WSJ
Daito Trust Construction Co. Ltd.,,Construction,1878,XTKS,1WSJ
Daitobo Co. Ltd.,,Clothing,3202,XTKS,1WSJ
Daitron Co. Ltd.,,Industrial Electronics,7609,XTKS,1WSJ
Daiun Co. Ltd.,,Transportation Services,9363,XTKS,1WSJ
Daiwa Co. Ltd.,,Mixed Retailing,8247,XTKS,1WSJ
Daiwa Computer Co. Ltd.,,Software,3816,XJAS,1WSJ
Daiwa Heavy Industry Co. Ltd.,,Industrial Products,5610,XTKS,1WSJ
Daiwa House Industry,大和ハウス工業,,1925,,2WIKI
Daiwa House REIT Investment Corp.,,Residential REITs,8984,XTKS,1WSJ
Daiwa Industries Ltd.,,Industrial Machinery,6459,XTKS,1WSJ
Daiwa Motor Transportation Co. Ltd.,,"Passenger Transport, Other",9082,XTKS,1WSJ
Daiwa Office Investment Corp.,,Industrial/Office REITs,8976,XTKS,1WSJ
Daiwa Securities,大和証券グループ本社,,8601,,2WIKI
Daiwa Securities Living Investment Corp.,,Residential REITs,8986,XTKS,1WSJ
Daiwabo Holdings Co. Ltd.,,Diversified Holding Companies,3107,XTKS,1WSJ
Danto Holdings Corp.,,Building Materials/Products,5337,XTKS,1WSJ
Data Applications Co. Ltd.,,Software,3848,XJAS,1WSJ
Data Horizon Co. Ltd.,,Publishing,3628,XTKS,1WSJ
Datasection Inc.,,Software,3905,XTKS,1WSJ
DeNA Co. Ltd.,,Internet/Online,2432,XTKS,1WSJ
Dear Life Co. Ltd.,,Real Estate Developers,3245,XTKS,1WSJ
Decollte Holdings Corp.,,Consumer Services,7372,XTKS,1WSJ
Delica Foods Holdings Co. Ltd.,,Food Retail,3392,XTKS,1WSJ
Delivery Consulting Inc.,,Diversified Business Services,9240,XTKS,1WSJ
Delta-Fly Pharma Inc.,,Pharmaceuticals,4598,XTKS,1WSJ
Demae-Can Co. Ltd.,,Restaurants,2484,XJAS,1WSJ
Denka,デンカ株式会社,,4061,,2WIKI
Denkyosha Co. Ltd.,,Wholesalers,8144,XTKS,1WSJ
Densan Co. Ltd.,,Software,3640,XTKS,1WSJ
Densan System Holdings Co. Ltd.,,Computer Services,4072,XTKS,1WSJ
Denso,株式会社デンソー,,6902,,2WIKI
Dentsu,株式会社電通,,4324,,2WIKI
Denyo Co. Ltd.,,Industrial Electronics,6517,XTKS,1WSJ
Descente,株式会社デサント,,8114,,2WIKI
DesignOne Japan Inc.,,Publishing,6048,XTKS,1WSJ
Dexerials Corp.,,Chemicals,4980,XTKS,1WSJ
Di-Nikko Engineering Co. Ltd.,,Industrial Electronics,6635,XJAS,1WSJ
Diamond Electric Holdings Co. Ltd.,,Industrial Electronics,6699,XTKS,1WSJ
Digital Arts Inc.,,Software,2326,XTKS,1WSJ
Digital Garage Inc.,,Advertising/Marketing/Public Relations,4819,XTKS,1WSJ
Digital Hearts Holdings Co. Ltd.,,Computer Services,3676,XTKS,1WSJ
Digital Holdings Inc.,,Advertising/Marketing/Public Relations,2389,XTKS,1WSJ
Digital Information Technologies Corp.,,Software,3916,XTKS,1WSJ
Digital Media Professionals Inc.,,Software,3652,XTKS,1WSJ
Digitalift Inc.,,Advertising/Marketing/Public Relations,9244,XTKS,1WSJ
Dijet Industrial Co. Ltd.,,Industrial Machinery,6138,XTKS,1WSJ
Dip Corp.,,Employment/Training Services,2379,XTKS,1WSJ
Direct Marketing MIX Inc.,,Advertising/Marketing/Public Relations,7354,XTKS,1WSJ
Disco Corp.,,Precision Products,6146,XTKS,1WSJ
Doshisha Co. Ltd.,,Wholesalers,7483,XTKS,1WSJ
Double Standard Inc.,,Software,3925,XTKS,1WSJ
Doutor-Nichires Holdings Co. Ltd.,,Restaurants,3087,XTKS,1WSJ
Dowa Holdings,DOWAホールディングス株式会社,,5714,,2WIKI
Dream Incubator Inc.,,Diversified Business Services,4310,XTKS,1WSJ
Dream Vision Co. Ltd.,,Wholesalers,3185,XTKS,1WSJ
Dreambed Co. Ltd.,,Furniture,7791,XTKS,1WSJ
Drecom Co. Ltd.,,Internet/Online,3793,XTKS,1WSJ
Dualtap Co. Ltd.,,Real Estate Developers,3469,XTKS,1WSJ
Duskin Co. Ltd.,,General Services,4665,XTKS,1WSJ
DyDo Group Holdings Inc.,,Non-Alcoholic Beverages/Drinks,2590,XTKS,1WSJ
Dynapac Co. Ltd.,,Containers/Packaging,3947,XTKS,1WSJ
Dynic Corp.,,Clothing,3551,XTKS,1WSJ
E-Guardian Inc.,,Internet/Online,6050,XTKS,1WSJ
E-Supportlink Ltd.,,Transportation Services,2493,XJAS,1WSJ
EF-ON Inc.,,Renewable Energy Generation,9514,XTKS,1WSJ
EIZO Corp.,,Computers/Consumer Electronics,6737,XTKS,1WSJ
EJ Holdings Inc.,,Construction,2153,XTKS,1WSJ
ELAN Corp.,,Healthcare Provision,6099,XTKS,1WSJ
EM Systems Co. Ltd.,,Computer Services,4820,XTKS,1WSJ
ENEOS Holdings Inc.,,Major Oil & Gas,5020,XTKS,1WSJ
EPCO Co. Ltd.,,Construction,2311,XTKS,1WSJ
ERI Holdings Co. Ltd.,,Real Estate Developers,6083,XTKS,1WSJ
ESPOIR Co. Ltd.,,Real Estate Developers,3260,XNGO,1WSJ
Eagle Industry Co. Ltd.,,Industrial Products,6486,XTKS,1WSJ
Early Age Co. Ltd.,,Real Estate Developers,3248,XTKS,1WSJ
Earth Corp.,,Chemicals,4985,XTKS,1WSJ
East Japan Railway Co.,,Railroads,9020,XTKS,1WSJ
Eat&Holdings Ltd.,,Restaurants,2882,XTKS,1WSJ
Ebara Corp.,,Industrial Machinery,6361,XTKS,1WSJ
Ebara Foods Industry Inc.,,Food Products,2819,XTKS,1WSJ
Ebara Jitsugyo Co. Ltd.,,Industrial Machinery,6328,XTKS,1WSJ
Echo Trading Co. Ltd.,,Food Retail,7427,XTKS,1WSJ
Eco's Co. Ltd.,,Mixed Retailing,7520,XTKS,1WSJ
Ecomott Inc.,,Emerging Technologies,3987,XTKS,1WSJ
Econach Holdings Co. Ltd.,,Recreational Services,3521,XTKS,1WSJ
Econos Co. Ltd.,,Specialty Retail,3136,XSAP,1WSJ
Edia Co. Ltd.,,Software,3935,XTKS,1WSJ
Edion Corp.,,Home Goods Retail,2730,XTKS,1WSJ
EduLab Inc.,,Computer Services,4427,XTKS,1WSJ
Ehime Bank Ltd.,,Banking,8541,XTKS,1WSJ
Eidai Co. Ltd.,,Building Materials/Products,7822,XTKS,1WSJ
Eiken Chemical,栄研化学株式会社,,4549,,2WIKI
Eisai,エーザイ株式会社,,4523,,2WIKI
Eiwa Corp.,,Precision Products,9857,XTKS,1WSJ
Ekitan & Co. Ltd.,,Publishing,3646,XTKS,1WSJ
Elecom Co. Ltd.,,Computers/Consumer Electronics,6750,XTKS,1WSJ
Electric Power Development Co. Ltd.,,Electric Utilities,9513,XTKS,1WSJ
Elematec Corp.,,Wholesalers,2715,XTKS,1WSJ
Eltes Co. Ltd.,,Internet/Online,3967,XTKS,1WSJ
EnBio Holdings Inc.,,Environment/Waste Management,6092,XTKS,1WSJ
Encourage Technologies Co. Ltd.,,Software,3682,XTKS,1WSJ
Endo Lighting Corp.,,Industrial Electronics,6932,XTKS,1WSJ
Enechange Ltd.,,Software,4169,XTKS,1WSJ
Enex Infrastructure Investment Corp.,,Real Estate Developers,9286,XTKS,1WSJ
Enigmo Inc.,,Mixed Retailing,3665,XTKS,1WSJ
Enish Inc.,,Software,3667,XTKS,1WSJ
Enjin Co. Ltd.,,Advertising/Marketing/Public Relations,7370,XTKS,1WSJ
Enomoto Co. Ltd.,,Semiconductors,6928,XTKS,1WSJ
Enplas Corp.,,Industrial Products,6961,XTKS,1WSJ
Enshu Ltd.,,Precision Products,6218,XTKS,1WSJ
Ensuiko Sugar Refining Co. Ltd.,,Food Products,2112,XTKS,1WSJ
Entrust Inc.,,Non-Life Insurance,7191,XTKS,1WSJ
Envipro Holdings Inc.,,Environment/Waste Management,5698,XTKS,1WSJ
Es-Con Japan Ltd.,,Real Estate Developers,8892,XTKS,1WSJ
Escon Japan REIT Investment Corp.,,Retail REITs,2971,XTKS,1WSJ
Escrit Inc.,,Consumer Services,2196,XTKS,1WSJ
Escrow Agent Japan Inc.,,Real Estate Developers,6093,XTKS,1WSJ
Eslead Corp.,,Real Estate Developers,8877,XTKS,1WSJ
Espec Corp.,,Precision Products,6859,XTKS,1WSJ
Estelle Holdings Co. Ltd.,,Clothing Retail,7872,XTKS,1WSJ
Estic Corp.,,Precision Products,6161,XTKS,1WSJ
Euglena Co. Ltd.,,Food Products,2931,XTKS,1WSJ
ExaWizards Inc.,,Computer Services,4259,XTKS,1WSJ
Exedy Corp.,,Motor Vehicle Parts,7278,XTKS,1WSJ
Exeo Group Inc.,,Construction,1951,XTKS,1WSJ
Extreme Co. Ltd.,,Toys & Games,6033,XTKS,1WSJ
Ezaki Glico,江崎グリコ株式会社,,2206,,2WIKI
F-Tech Inc.,,Motor Vehicle Parts,7212,XTKS,1WSJ
F.C.C. Co. Ltd.,,Motor Vehicle Parts,7296,XTKS,1WSJ
FAN Communications Inc.,,Advertising/Marketing/Public Relations,2461,XTKS,1WSJ
FDK Corp.,,Industrial Electronics,6955,XTKS,1WSJ
FFRI Security Inc.,,Software,3692,XTKS,1WSJ
FIDEA Holdings Co. Ltd.,,Banking,8713,XTKS,1WSJ
FJ Next Holdings Co. Ltd.,,Real Estate Developers,8935,XTKS,1WSJ
FLECT Co. Ltd.,,Software,4414,XTKS,1WSJ
FRONTEO Inc.,,Emerging Technologies,2158,XTKS,1WSJ
FUJIFILM Holdings Corp.,,Computers/Consumer Electronics,4901,XTKS,1WSJ
Faith Inc.,,Motion Picture/Sound Recording,4295,XTKS,1WSJ
FaithNetwork Co. Ltd.,,Real Estate Developers,3489,XTKS,1WSJ
Faltec Co. Ltd.,,Motor Vehicle Parts,7215,XTKS,1WSJ
Fancl Corp.,,Personal Care Products/Appliances,4921,XTKS,1WSJ
Fanuc,ファナック株式会社,,6954,,2WIKI
Fast Fitness Japan Inc.,,Recreational Services,7092,XTKS,1WSJ
Fast Retailing,ファーストリテイリング,,9983,,2WIKI
Feed One Co. Ltd.,,Food Products,2060,XTKS,1WSJ
Feedforce Group Inc.,,Advertising/Marketing/Public Relations,7068,XTKS,1WSJ
Felissimo Corp.,,Mixed Retailing,3396,XTKS,1WSJ
Fenwal Controls Of Japan Ltd.,,Precision Products,6870,XTKS,1WSJ
Fibergate Inc.,,Computer Services,9450,XTKS,1WSJ
Ficha Inc.,,Software,4052,XTKS,1WSJ
Fields Corp.,,Gambling Industries,2767,XTKS,1WSJ
FinTech Global Inc.,,Investment Advisors,8789,XTKS,1WSJ
Financial Products Group Co. Ltd.,,Finance Companies,7148,XTKS,1WSJ
Finatext Holdings Ltd.,,Computer Services,4419,XTKS,1WSJ
Findex Inc.,,Software,3649,XTKS,1WSJ
Fine Sinter Co. Ltd.,,Motor Vehicle Parts,5994,XTKS,1WSJ
First Baking Co. Ltd.,,Food Products,2215,XTKS,1WSJ
First Bank of Toyama Ltd.,,Banking,7184,XTKS,1WSJ
First Brothers Co. Ltd.,,Investment Advisors,3454,XTKS,1WSJ
First Juken Co. Ltd.,,Real Estate Developers,8917,XTKS,1WSJ
First-Corp Inc.,,Construction,1430,XTKS,1WSJ
Firstlogic Inc.,,Real Estate Developers,6037,XTKS,1WSJ
Fisco Ltd.,,Investment Advisors,3807,XJAS,1WSJ
Fit Corp.,,Residential Building Construction,1436,XTKS,1WSJ
Fixstars Corp.,,Software,3687,XTKS,1WSJ
Flight Holdings Inc.,,Computer Services,3753,XTKS,1WSJ
Focus Systems Corp.,,Software,4662,XTKS,1WSJ
Food & Life Cos. Ltd.,,Restaurants,3563,XTKS,1WSJ
Forlife Co. Ltd.,,Real Estate Developers,3477,XTKS,1WSJ
Forum Engineering Inc.,,Employment/Training Services,7088,XTKS,1WSJ
Forval Corp.,,Networking,8275,XTKS,1WSJ
Forval RealStraight Inc.,,Networking,9423,XJAS,1WSJ
Forval Telecom Inc.,,Wired Telecommunications Services,9445,XTKS,1WSJ
Foster Electric Co. Ltd.,,Audio/Video Equipment,6794,XTKS,1WSJ
Fractale Corp.,,Real Estate Developers,3750,XTKS,1WSJ
France Bed Holdings Co. Ltd.,,Furniture,7840,XTKS,1WSJ
FreakOut Holdings Inc.,,Advertising/Marketing/Public Relations,6094,XTKS,1WSJ
FreeBit Co. Ltd.,,Internet/Online,3843,XTKS,1WSJ
Freesia Macross Corp.,,Industrial Machinery,6343,XTKS,1WSJ
Friendly Corp.,,Restaurants,8209,XTKS,1WSJ
Frontier Inc.,,Wholesalers,4250,XFKA,1WSJ
Frontier International Inc.,,Advertising/Marketing/Public Relations,7050,XTKS,1WSJ
Frontier Management Inc.,,Diversified Business Services,7038,XTKS,1WSJ
Frontier Real Estate Investment Corp.,,Retail REITs,8964,XTKS,1WSJ
Fruta Fruta Inc.,,Food Products,2586,XTKS,1WSJ
Fudo Tetra Corp.,,Construction,1813,XTKS,1WSJ
FueTrek Co. Ltd.,,Software,2468,XTKS,1WSJ
Fuji Co. Ltd. (8278),,Food Retail,8278,XTKS,1WSJ
Fuji Corp.,,Precision Products,6134,XTKS,1WSJ
Fuji Corp. (7605),,Specialty Retail,7605,XTKS,1WSJ
Fuji Corp. Ltd. (8860),,Real Estate Developers,8860,XTKS,1WSJ
Fuji Die Co. Ltd.,,Industrial Products,6167,XTKS,1WSJ
Fuji Electric,富士電機ホールディングス株式会社,,6504,,2WIKI
Fuji Electric Industry Co. Ltd.,,Industrial Electronics,6654,XTKS,1WSJ
Fuji Fire & Marine,富士火災海上保険,,8763,,2WIKI
Fuji Furukawa Engineering & Construction Co. Ltd.,,Construction,1775,XTKS,1WSJ
Fuji Heavy Industries,富士重工業株式会社,,7270,,2WIKI
Fuji Hensokuki Co. Ltd.,,Industrial Machinery,6295,XNGO,1WSJ
Fuji Japan Co. Ltd.,,Construction,1449,XSAP,1WSJ
Fuji Kosan Co. Ltd.,,Gas Utilities,5009,XTKS,1WSJ
Fuji Kyuko Co. Ltd.,,Tourism,9010,XTKS,1WSJ
Fuji Media Holdings Inc.,,Broadcasting,4676,XTKS,1WSJ
Fuji Nihon Seito Corp.,,Food Products,2114,XTKS,1WSJ
Fuji Oil Holdings Inc.,,Food Products,2607,XTKS,1WSJ
Fuji Oozx Inc.,,Motor Vehicle Parts,7299,XTKS,1WSJ
Fuji P.S. Corp.,,Construction,1848,XTKS,1WSJ
Fuji Pharma Co. Ltd.,,Pharmaceuticals,4554,XTKS,1WSJ
Fuji Seal International Inc.,,Containers/Packaging,7864,XTKS,1WSJ
Fuji Seiko Ltd.,,Industrial Machinery,6142,XNGO,1WSJ
Fuji Soft Inc.,,Software,9749,XTKS,1WSJ
Fuji Soft Service Bureau Inc.,,Diversified Business Services,6188,XTKS,1WSJ
Fujibo Holdings Inc.,,Clothing,3104,XTKS,1WSJ
Fujicco Co. Ltd.,,Food Products,2908,XTKS,1WSJ
Fujicopian Co. Ltd.,,Computers/Consumer Electronics,7957,XTKS,1WSJ
Fujikura Composites Inc.,,Industrial Products,5121,XTKS,1WSJ
Fujikura Kasei Co. Ltd.,,Chemicals,4620,XTKS,1WSJ
Fujikura Ltd.,,Industrial Electronics,5803,XTKS,1WSJ
Fujikyu Holdings Co. Ltd.,,Specialty Retail,7135,XTKS,1WSJ
Fujimak Corp.,,Housewares,5965,XTKS,1WSJ
Fujimi Inc.,,Industrial Products,5384,XTKS,1WSJ
Fujimori Kogyo Co. Ltd.,,Containers/Packaging,7917,XTKS,1WSJ
Fujio Food Group Inc.,,Restaurants,2752,XTKS,1WSJ
Fujisan Magazine Service Co. Ltd.,,Specialty Retail,3138,XTKS,1WSJ
Fujisash Co. Ltd.,,Building Materials/Products,5940,XTKS,1WSJ
Fujishoji Co. Ltd.,,Gambling Industries,6257,XJAS,1WSJ
Fujita Kanko Inc.,,Hotels,9722,XTKS,1WSJ
Fujitec Co. Ltd.,,Industrial Machinery,6406,XTKS,1WSJ
Fujitsu,富士通株式会社,,6702,,2WIKI
