Name,TSE,Exchange,Industry
Narumiya International Co. Ltd.,9275,XTKS,Clothing Retail
Nasu-Denki Tekko Co. Ltd.,5922,XTKS,Building Materials/Products
Natori Co. Ltd.,2922,XTKS,Food Products
Natty Swanky Holdings Co. Ltd.,7674,XTKS,Restaurants
NC Holdings Co. Ltd.,6236,XTKS,Industrial Machinery
NCS&A Co. Ltd.,9709,XTKS,Software
NCXX Group Inc.,6634,XJAS,Networking
NEC Capital Solutions Ltd.,8793,XTKS,General Services
NEC Corp.,6701,XTKS,Computers/Consumer Electronics
NEC Networks & System Integration Corp.,1973,XTKS,Computer Services
Needs Well Inc.,3992,XTKS,Software
Neojapan Inc.,3921,XTKS,Software
Nepon Inc.,7985,XTKS,Building Materials/Products
Net Marketing Co. Ltd.,6175,XTKS,Advertising/Marketing/Public Relations
Net One Systems Co. Ltd.,7518,XTKS,Computer Services
Net Protections Holdings Inc.,7383,XTKS,Computer Services
Neturen Co. Ltd.,5976,XTKS,Iron/Steel
Netyear Group Corp.,3622,XTKS,Advertising/Marketing/Public Relations
Neural Pocket Inc.,4056,XTKS,Emerging Technologies
New Japan Chemical Co. Ltd.,4406,XTKS,Chemicals
NEXON Co. Ltd.,3659,XTKS,Toys & Games
Nextage Co. Ltd.,3186,XTKS,Software
Nextgen Inc.,3842,XJAS,Software
NexTone Inc.,7094,XTKS,General Services
Nexyz.Group Corp.,4346,XTKS,Diversified Holding Companies
NGK Insulators Ltd.,5333,XTKS,Industrial Products
NGK Spark Plug Co. Ltd.,5334,XTKS,Motor Vehicle Parts
NH Foods Ltd.,2282,XTKS,Food Products
NHK Spring Co. Ltd.,5991,XTKS,Motor Vehicle Parts
NIC Autotec Inc.,5742,XJAS,Precision Products
Nicca Chemical Co. Ltd.,4463,XTKS,Chemicals
Nice Corp.,8089,XTKS,Wholesalers
Nichia Steel Works Ltd.,5658,XTKS,Iron/Steel
Nichias Corp.,5393,XTKS,Building Materials/Products
Nichiban Co. Ltd.,4218,XTKS,Medical Equipment/Supplies
Nichicon Corp.,6996,XTKS,Industrial Electronics
Nichiden Corp.,9902,XTKS,Precision Products
Nichiha Corp.,7943,XTKS,Building Materials/Products
Nichi-iko Pharmaceutical Co. Ltd.,4541,XTKS,Pharmaceuticals
Nichimo Co. Ltd.,8091,XTKS,Food Products
Nichirei Corp.,2871,XTKS,Food Products
Nichireki Co. Ltd.,5011,XTKS,Building Materials/Products
Nichirin Co. Ltd.,5184,XTKS,Motor Vehicle Parts
Nichiryo Baking Co. Ltd.,2218,XSAP,Food Products
Nichiwa Sangyo Co. Ltd.,2055,XTKS,Food Products
Nidec Corp.,6594,XTKS,Industrial Electronics
Nifco Inc.,7988,XTKS,Motor Vehicle Parts
NIFTY Lifestyle Co. Ltd.,4262,XTKS,Real Estate Developers
Nihon Chouzai Co. Ltd.,3341,XTKS,Drug Retail
Nihon Decoluxe Co. Ltd.,7950,XNGO,Building Materials/Products
Nihon Dempa Kogyo Co. Ltd.,6779,XTKS,Industrial Electronics
Nihon Enterprise Co. Ltd.,4829,XTKS,Wireless Telecommunications Services
Nihon Falcom Corp.,3723,XTKS,Toys & Games
Nihon Flush Co. Ltd.,7820,XTKS,Building Materials/Products
Nihon House Holdings Co. Ltd.,1873,XTKS,Residential Building Construction
Nihon Housing Co. Ltd.,4781,XTKS,Real Estate Developers
Nihon Jyoho Create Co. Ltd.,4054,XTKS,Software
Nihon Kagaku Sangyo Co. Ltd.,4094,XTKS,Chemicals
Nihon Kohden Corp.,6849,XTKS,Medical Equipment/Supplies
Nihon M&A Center Holdings Inc.,2127,XTKS,Diversified Business Services
Nihon Nohyaku Co. Ltd.,4997,XTKS,Chemicals
Nihon Parkerizing Co. Ltd.,4095,XTKS,Chemicals
Nihon Plast Co. Ltd.,7291,XTKS,Motor Vehicle Parts
Nihon Seikan K.K.,5905,XTKS,Containers/Packaging
Nihon Seiko Co. Ltd.,5729,XTKS,Non-Ferrous Metals
Nihon Seima Co. Ltd.,3306,XTKS,Containers/Packaging
Nihon Shokuhin Kako Co. Ltd.,2892,XTKS,Food Products
Nihon Tokushu Toryo Co. Ltd.,4619,XTKS,Building Materials/Products
Nihon Trim Co. Ltd.,6788,XTKS,Housewares
Nihon Unisys Ltd.,8056,XTKS,Computer Services
Nihon Yamamura Glass Co. Ltd.,5210,XTKS,Containers/Packaging
Nihonwasou Holdings Inc.,2499,XTKS,Consumer Services
Niigata Kotsu Co. Ltd.,9017,XTKS,"Passenger Transport, Other"
Niitaka Co. Ltd.,4465,XTKS,Nondurable Household Products
Nikkato Corp.,5367,XTKS,Industrial Products
Nikken Kogaku Co. Ltd.,9767,XTKS,Building Materials/Products
Nikki Co. Ltd.,6042,XTKS,Motor Vehicle Parts
Nikkiso Co. Ltd.,6376,XTKS,Industrial Machinery
Nikko Co. (5343),5343,XNGO,Building Materials/Products
Nikko Co. Ltd. (6306),6306,XTKS,Mobile Machinery
Nikkon Holdings Co. Ltd.,9072,XTKS,Transportation Services
Nikon Corp.,7731,XTKS,Leisure Goods
Nintendo Co. Ltd.,7974,XTKS,Toys & Games
Nippn Corp.,2001,XTKS,Food Products
Nippo Corp.,1881,XTKS,Construction
Nippon Accommodations Fund Inc.,3226,XTKS,Residential REITs
Nippon Air Conditioning Services Co. Ltd.,4658,XTKS,Construction
Nippon Aqua Co. Ltd.,1429,XTKS,Building Materials/Products
Nippon Avionics Co. Ltd.,6946,XTKS,Precision Products
Nippon Beet Sugar Manufacturing Co. Ltd.,2108,XTKS,Food Products
Nippon BS Broadcasting Corp.,9414,XTKS,Broadcasting
Nippon Building Fund Inc.,8951,XTKS,Industrial/Office REITs
Nippon Carbide Industries Co. Inc.,4064,XTKS,Chemicals
Nippon Carbon Co. Ltd.,5302,XTKS,Industrial Electronics
Nippon Care Supply Co. Ltd.,2393,XTKS,Medical Equipment/Supplies
Nippon Chemical Industrial Co. Ltd.,4092,XTKS,Chemicals
Nippon Chemi-Con Corp.,6997,XTKS,Industrial Electronics
Nippon Chemiphar Co. Ltd.,4539,XTKS,Pharmaceuticals
Nippon Chutetsukan K.K.,5612,XTKS,Iron/Steel
Nippon Chuzo K.K.,5609,XTKS,Iron/Steel
Nippon Coke & Engineering Co. Ltd.,3315,XTKS,Coal
Nippon Concept Corp.,9386,XTKS,Transportation Services
Nippon Concrete Industries Co. Ltd.,5269,XTKS,Building Materials/Products
Nippon Crucible Co. Ltd.,5355,XTKS,Non-Ferrous Metals
Nippon Denkai Ltd.,5759,XTKS,Semiconductors
Nippon Denko Co. Ltd.,5563,XTKS,Iron/Steel
Nippon Densetsu Kogyo Co. Ltd.,1950,XTKS,Construction
Nippon Dry Chemical Co. Ltd.,1909,XTKS,Housewares
Nippon Electric Glass Co. Ltd.,5214,XTKS,Industrial Electronics
Nippon Express Holdings Inc.,9147,XTKS,Transportation Services
Nippon Felt Co. Ltd.,3512,XTKS,Clothing
Nippon Filcon Co. Ltd.,5942,XTKS,Industrial Products
Nippon Fine Chemical Co. Ltd.,4362,XTKS,
Nippon Gas Co. Ltd.,8174,XTKS,Gas Utilities
Nippon Gear Co. Ltd.,6356,XTKS,Industrial Machinery
Nippon Hume Corp.,5262,XTKS,Building Materials/Products
Nippon Ichi Software Inc.,3851,XJAS,Toys & Games
Nippon Information Development Co. Ltd.,2349,XJAS,Computer Services
Nippon Kanryu Industry Co. Ltd.,1771,XFKA,Construction
Nippon Kanzai Co. Ltd.,9728,XTKS,Real Estate Developers
Nippon Kayaku Co. Ltd.,4272,XTKS,Chemicals
Nippon Kinzoku Co. Ltd.,5491,XTKS,Iron/Steel
Nippon Koei Co. Ltd.,1954,XTKS,Construction
Nippon Koshuha Steel Co. Ltd.,5476,XTKS,Iron/Steel
Nippon Light Metal Holdings Co. Ltd.,5703,XTKS,Aluminum
Nippon Paint Holdings Co. Ltd.,4612,XTKS,Building Materials/Products
Nippon Paper Industries Co. Ltd.,3863,XTKS,Paper/Pulp
Nippon Parking Development Co. Ltd.,2353,XTKS,Diversified Business Services
Nippon Pigment Co. Ltd.,4119,XTKS,Chemicals
Nippon Pillar Packing Co. Ltd.,6490,XTKS,Industrial Electronics
Nippon Piston Ring Co. Ltd.,6461,XTKS,Motor Vehicle Parts
Nippon Prologis REIT Inc.,3283,XTKS,Industrial/Office REITs
Nippon REIT Investment Corp.,3296,XTKS,Industrial/Office REITs
Nippon Rietec Co. Ltd.,1938,XTKS,Construction
Nippon Road Co. Ltd.,1884,XTKS,Construction
Nippon Sanso Holdings Corp.,4091,XTKS,Chemicals
Nippon Seiki Co. Ltd.,7287,XTKS,Motor Vehicle Parts
Nippon Seiro Co. Ltd.,5010,XTKS,Chemicals
Nippon Seisen Co. Ltd.,5659,XTKS,Iron/Steel
Nippon Sharyo Ltd.,7102,XTKS,Railroads
Nippon Sheet Glass Co. Ltd.,5202,XTKS,Industrial Products
Nippon Shindo Co. Ltd.,5753,XTKS,Non-Ferrous Metals
Nippon Shinyaku Co. Ltd.,4516,XTKS,Pharmaceuticals
Nippon Shokubai Co. Ltd.,4114,XTKS,Chemicals
Nippon Signal Co. Ltd.,6741,XTKS,Industrial Electronics
Nippon Ski Resort Development Co. Ltd.,6040,XTKS,Recreational Services
Nippon Soda Co. Ltd.,4041,XTKS,Chemicals
Nippon Steel Corp.,5401,XTKS,Iron/Steel
Nippon Steel Trading Corp.,9810,XTKS,Wholesalers
Nippon Suisan Kaisha Ltd.,1332,XTKS,Fishing
Nippon Systemware Co. Ltd.,9739,XTKS,Software
Nippon Techno Lab. Inc.,3849,XSAP,Software
Nippon Telegraph & Telephone Corp.,9432,XTKS,Wired Telecommunications Services
Nippon Television Holdings Inc.,9404,XTKS,Broadcasting
Nippon Thompson Co. Ltd.,6480,XTKS,Industrial Machinery
Nippon Tungsten Co. Ltd.,6998,XTKS,Industrial Products
Nippon Yakin Kogyo Co. Ltd.,5480,XTKS,Iron/Steel
Nippon Yusen K.K.,9101,XTKS,Water Transport/Shipping
Nipro Corp.,8086,XTKS,Medical Equipment/Supplies
Nishikawa Rubber Co. Ltd.,5161,XTKS,Industrial Products
Nishimatsu Construction Co. Ltd.,1820,XTKS,Construction
Nishimatsuya Chain Co. Ltd.,7545,XTKS,Clothing Retail
Nishimoto Co. Ltd.,9260,XTKS,Food Retail
Nishi-Nippon Financial Holdings Inc.,7189,XTKS,Banking
Nishi-Nippon Railroad Co. Ltd.,9031,XTKS,Railroads
Nishio Rent All Co. Ltd.,9699,XTKS,General Services
Nissan Chemical Corp.,4021,XTKS,Chemicals
Nissan Motor Co. Ltd.,7201,XTKS,Automobiles
Nissan Shatai Co. Ltd.,7222,XTKS,Automobiles
Nissan Tokyo Sales Holdings Co. Ltd.,8291,XTKS,Specialty Retail
Nissei ASB Machine Co. Ltd.,6284,XTKS,Industrial Machinery
Nissei Corp.,6271,XTKS,Industrial Machinery
Nissei Plastic Industrial Co. Ltd.,6293,XTKS,Industrial Machinery
Nissha Co. Ltd.,7915,XTKS,Industrial Products
Nisshin Group Holdings Co. Ltd.,8881,XTKS,Real Estate Developers
Nisshin OilliO Group Ltd.,2602,XTKS,Food Products
Nisshin Seifun Group Inc.,2002,XTKS,Food Products
Nisshinbo Holdings Inc.,3105,XTKS,Clothing
Nissin Corp.,9066,XTKS,Transportation Services
Nissin Electric Co. Ltd.,6641,XTKS,Industrial Electronics
Nissin Foods Holdings Co. Ltd.,2897,XTKS,Food Products
Nissin Shoji Co. Ltd.,7490,XTKS,Diversified Holding Companies
Nissin Sugar Co. Ltd.,2117,XTKS,Food Products
Nisso Corp.,6569,XTKS,Employment/Training Services
Nissou Co. Ltd.,1444,XNGO,
Nissui Pharmaceutical Co. Ltd.,4550,XTKS,Pharmaceuticals
Nitchitsu Co. Ltd.,7021,XTKS,Industrial Machinery
Nitcho Corp.,2961,XTKS,Industrial Machinery
Nitori Holdings Co. Ltd.,9843,XTKS,Home Goods Retail
Nitta Corp.,5186,XTKS,Industrial Machinery
Nitta Gelatin Inc.,4977,XTKS,Chemicals
Nittan Valve Co. Ltd.,6493,XTKS,Motor Vehicle Parts
Nittetsu Mining Co. Ltd.,1515,XTKS,General Mining
Nitto Boseki Co. Ltd.,3110,XTKS,Industrial Products
Nitto Denko Corp.,6988,XTKS,Chemicals
Nitto Fuji Flour Milling Co. Ltd.,2003,XTKS,Food Products
Nitto Kako Co. Ltd.,5104,XTKS,Chemicals
Nitto Kogyo Corp.,6651,XTKS,Industrial Electronics
Nitto Kohki Co. Ltd.,6151,XTKS,Industrial Machinery
Nitto Seiko Co. Ltd.,5957,XTKS,Industrial Products
Nitto Seimo Co. Ltd.,3524,XTKS,Industrial Products
Nittoc Construction Co. Ltd.,1929,XTKS,Construction
Nittoh Corp.,1738,XNGO,Construction
Nix Inc.,4243,XJAS,Industrial Products
NJ Holdings Inc.,9421,XJAS,Networking
NJS Co. Ltd.,2325,XTKS,Technical Services
Nlinks Co. Ltd.,6578,XTKS,Diversified Business Services
nms Holdings Corp.,2162,XJAS,Industrial Electronics
Noda Corp.,7879,XTKS,Building Materials/Products
Noevir Holdings Co. Ltd.,4928,XTKS,Personal Care Products/Appliances
NOF Corp.,4403,XTKS,Chemicals
Nohmi Bosai Ltd.,6744,XTKS,General Services
Nojima Corp.,7419,XTKS,Home Goods Retail
NOK Corp.,7240,XTKS,Motor Vehicle Parts
Nomura Co. Ltd.,9716,XTKS,Diversified Business Services
Nomura Corp.,7131,XTKS,Containers/Packaging
Nomura Holdings Inc.,8604,XTKS,Investment Advisors
Nomura Micro Science Co. Ltd.,6254,XTKS,Industrial Machinery
Nomura Real Estate Holdings Inc.,3231,XTKS,Real Estate Developers
Nomura Real Estate Master Fund Inc.,3462,XTKS,Industrial/Office REITs
Nomura Research Institute Ltd.,4307,XTKS,Computer Services
Nomura System Corp. Co. Ltd.,3940,XTKS,Software
Noritake Co. Ltd.,5331,XTKS,Housewares
Noritz Corp.,5943,XTKS,Building Materials/Products
North Pacific Bank Ltd.,8524,XTKS,Banking
Nousouken Corp.,3541,XTKS,Farming
Nozaki Insatsu Shigyo Co. Ltd.,7919,XTKS,Printing
Nozawa Corp.,5237,XTKS,Building Materials/Products
NPC Inc.,6255,XTKS,Printing
NS Solutions Corp.,2327,XTKS,Computer Services
NS Tool Co. Ltd.,6157,XTKS,Industrial Machinery
NS United Kaiun Kaisha Ltd.,9110,XTKS,Water Transport/Shipping
NSD Co. Ltd.,9759,XTKS,Software
NSK Ltd.,6471,XTKS,Motor Vehicle Parts
NTN Corp.,6472,XTKS,Industrial Machinery
NTT Data Corp.,9613,XTKS,Computer Services
NTT Data Intramart Corp.,3850,XTKS,Software
NTT UD REIT Investment Corp.,8956,XTKS,Industrial/Office REITs
Oak Capital Corp.,3113,XTKS,Investment Advisors
OAT Agrio Co. Ltd.,4979,XTKS,Chemicals
Obara Group Inc.,6877,XTKS,Precision Products
Obayashi Corp.,1802,XTKS,Construction
Obic Business Consultants Co. Ltd.,4733,XTKS,Software
Obic Co. Ltd.,4684,XTKS,Computer Services
Ocean System Corp.,3096,XJAS,Food Retail
Ochi Holdings Co. Ltd.,3166,XTKS,Wholesalers
Odakyu Electric Railway Co. Ltd.,9007,XTKS,Railroads
Odawara Auto Machine Mfg. Co. Ltd.,7314,XJAS,Computers/Consumer Electronics
ODK Solutions Co. Ltd.,3839,XTKS,Software
Oenon Holdings Inc.,2533,XTKS,Alcoholic Beverages/Drinks
Ogaki Kyoritsu Bank Ltd.,8361,XTKS,Banking
Ohara Inc.,5218,XTKS,Industrial Electronics
Ohashi Technica Inc.,7628,XTKS,Wholesalers
Ohba Co. Ltd.,9765,XTKS,Construction
Ohishi Sangyo Co. Ltd.,3943,XFKA,Containers/Packaging
Ohizumi Mfg. Co. Ltd.,6618,XTKS,Precision Products
Ohmori Co. Ltd.,1844,XTKS,Construction
Ohsho Food Service Corp.,9936,XTKS,Restaurants
Oie Sangyo Co. Ltd.,7481,XTKS,Food Products
Oiles Corp.,6282,XTKS,Industrial Machinery
Oisix Ra Daichi Inc.,3182,XTKS,Food Retail
Oita Bank Ltd.,8392,XTKS,Banking
Oizumi Corp.,6428,XTKS,Gambling Industries
Oji Holdings Corp.,3861,XTKS,Paper/Pulp
Okabe Co. Ltd.,5959,XTKS,Building Materials/Products
Okada Aiyon Corp.,6294,XTKS,Mobile Machinery
Okamoto Industries Inc.,5122,XTKS,Industrial Products
Okamoto Machine Tool Works Ltd.,6125,XTKS,Industrial Machinery
Okamura Corp.,7994,XTKS,Furniture
Okano Valve Mfg. Co. Ltd.,6492,XTKS,Industrial Machinery
Okasan Securities Group Inc.,8609,XTKS,Securities
Okaya & Co. Ltd.,7485,XNGO,Wholesalers
Okaya Electric Industries Co. Ltd.,6926,XTKS,Industrial Electronics
Okayamaken Freight Transportation Co. Ltd.,9063,XTKS,Trucking
Oki Electric Industry Co. Ltd.,6703,XTKS,Computers/Consumer Electronics
Okinawa Electric Power Co. Inc.,9511,XTKS,Electric Utilities
Okinawa Financial Group Inc.,7350,XTKS,Banking
OKK Corp.,6205,XTKS,Industrial Machinery
OKUMA Corp.,6103,XTKS,Industrial Machinery
Okumura Corp.,1833,XTKS,Construction
Okumura Engineering Corp.,6229,XTKS,Industrial Products
Okura Industrial Co. Ltd.,4221,XTKS,Chemicals
OKWave Inc.,3808,XNGO,Internet/Online
Olba Healthcare Holdings Inc.,2689,XTKS,Medical Equipment/Supplies
Olympic Group Corp.,8289,XTKS,Mixed Retailing
Olympus Corp.,7733,XTKS,Medical Equipment/Supplies
Omikenshi Co. Ltd.,3111,XTKS,Clothing
Omni-Plus System Ltd.,7699,XTKS,Industrial Products
Omron Corp.,6645,XTKS,Precision Products
Oncolys BioPharma Inc.,4588,XTKS,Biotechnology
OncoTherapy Science Inc.,4564,XTKS,Pharmaceuticals
Ondeck Co. Ltd.,7360,XTKS,Investment Advisors
One Career Inc.,4377,XTKS,Employment/Training Services
One REIT Inc.,3290,XTKS,Industrial/Office REITs
Ono Pharmaceutical Co. Ltd.,4528,XTKS,Pharmaceuticals
Ono Sokki Co. Ltd.,6858,XTKS,Precision Products
Onoken Co. Ltd.,7414,XTKS,Building Materials/Products
ONTSU Co. Ltd.,7647,XTKS,Mixed Retailing
Onward Holdings Co. Ltd.,8016,XTKS,Clothing
Ooedo Onsen REIT Investment Corp.,3472,XTKS,Hotel/Lodging REITs
Oomitsu Co. Ltd.,3160,XTKS,Food Retail
Open Door Inc.,3926,XTKS,Internet/Online
Open House Group Co. Ltd.,3288,XTKS,Real Estate Developers
Optex Group Co. Ltd.,6914,XTKS,Precision Products
OPTiM Corp.,3694,XTKS,Internet/Online
Optimus Group Co. Ltd.,9268,XTKS,Wholesalers
Optorun Co. Ltd.,6235,XTKS,Industrial Machinery
Oracle Corp. Japan,4716,XTKS,Software
Orchestra Holdings Inc.,6533,XTKS,Advertising/Marketing/Public Relations
Organo Corp.,6368,XTKS,Water Utilities
Orient Corp.,8585,XTKS,Consumer Finance
Oriental Chain Mfg. Co. Ltd.,6380,XTKS,Industrial Products
Oriental Consultants Holdings Co. Ltd.,2498,XJAS,Diversified Business Services
Oriental Land Co. Ltd.,4661,XTKS,Recreational Services
Oriental Shiraishi Corp.,1786,XTKS,Construction
Origin Co. Ltd.,6513,XTKS,Industrial Electronics
Original Engineering Consultants Co. Ltd.,4642,XTKS,Diversified Business Services
Orix Corp.,8591,XTKS,Finance Companies
Orix JREIT Inc.,8954,XTKS,Industrial/Office REITs
Oro Co. Ltd.,3983,XTKS,Internet/Online
Orvis Corp.,7827,XJAS,Forestry & Wood Products
OS Co. Ltd.,9637,XTKS,Real Estate Developers
Osaka Gas Co. Ltd.,9532,XTKS,Gas Utilities
Osaka Soda Co. Ltd.,4046,XTKS,Chemicals
Osaka Titanium Technologies Co. Ltd.,5726,XTKS,Non-Ferrous Metals
Osaki Electric Co. Ltd.,6644,XTKS,Precision Products
OSG Corp.,6136,XTKS,Industrial Machinery
Otsuka Corp.,4768,XTKS,Computer Services
Otsuka Holdings Co. Ltd.,4578,XTKS,Pharmaceuticals
OUG Holdings Inc.,8041,XTKS,Food Retail
Outsourcing Inc.,2427,XTKS,Employment/Training Services
Oval Corp.,7727,XTKS,Precision Products
O-Well Corp.,7670,XTKS,Building Materials/Products
O'Will Corp.,3143,XTKS,Food Retail
Oxide Corp.,6521,XTKS,Precision Products
OYO Corp.,9755,XTKS,Technical Services
Ozu Corp.,7487,XTKS,Nondurable Household Products
P.S. Mitsubishi Construction Co. Ltd.,1871,XTKS,Construction
P3 Inc.,6696,XTKS,Audio/Video Equipment
PA Co. Ltd.,4766,XTKS,Employment/Training Services
Pacific Industrial Co. Ltd.,7250,XTKS,Motor Vehicle Parts
Pacific Metals Co. Ltd.,5541,XTKS,Iron/Steel
Pacific Net Co. Ltd.,3021,XTKS,Specialty Retail
Pacific Systems Corp.,3847,XJAS,Computer Services
Pack Corp.,3950,XTKS,Containers/Packaging
Pal Group Holdings Co. Ltd.,2726,XTKS,Clothing Retail
Palemo Holdings Co. Ltd.,2778,XTKS,Clothing Retail
Palma Co. Ltd.,3461,XTKS,Diversified Business Services
Paltac Corp.,8283,XTKS,Personal Care Products/Appliances
Pan Pacific International Holdings Corp.,7532,XTKS,Mixed Retailing
Panasonic Corp.,6752,XTKS,Computers/Consumer Electronics
Papyless Co. Ltd.,3641,XJAS,Specialty Retail
Paraca Inc.,4809,XTKS,General Services
Paramount Bed Holdings Co. Ltd.,7817,XTKS,Furniture
Paris Miki Holdings Inc.,7455,XTKS,Specialty Retail
Park24 Co. Ltd.,4666,XTKS,General Services
Parker Corp.,9845,XTKS,Industrial Machinery
Pasco Corp.,9232,XTKS,Construction
Pasona Group Inc.,2168,XTKS,Employment/Training Services
PATH Corp.,3840,XTKS,Diversified Business Services
Payroll Inc.,4489,XTKS,Accounting
p-ban.com Corp.,3559,XTKS,Wholesalers
PC Depot Corp.,7618,XTKS,Home Goods Retail
PCA Corp.,9629,XTKS,Software
PCI Holdings Inc.,3918,XTKS,Software
Peers Co. Ltd.,7066,XTKS,Computer Services
Pegasus Sewing Machine Mfg. Co. Ltd.,6262,XTKS,Industrial Machinery
Penta-Ocean Construction Co. Ltd.,1893,XTKS,Construction
People Dreams & Technologies Group Co. Ltd.,9248,XTKS,Diversified Business Services
Pepper Food Service Co. Ltd.,3053,XTKS,Restaurants
PeptiDream Inc.,4587,XTKS,Biotechnology
Perseus Proteomics Inc.,4882,XTKS,Pharmaceuticals
Persol Holdings Co. Ltd.,2181,XTKS,Employment/Training Services
Pharma Foods International Co. Ltd.,2929,XTKS,Food Products
Pharmarise Holdings Corp.,2796,XTKS,Drug Retail
PHC Holdings Corp.,6523,XTKS,Medical Equipment/Supplies
Phil Co. Inc.,3267,XTKS,Technical Services
PhoenixBio Co. Ltd.,6190,XTKS,Biotechnology
Photosynth Inc.,4379,XTKS,Emerging Technologies
PHYZ Holdings Inc.,9325,XTKS,Transportation Services
PIA Corp.,4337,XTKS,Recreational Services
Piala Inc.,7044,XTKS,Advertising/Marketing/Public Relations
Pickles Corp.,2925,XTKS,Food Products
Pietro Co. Ltd.,2818,XTKS,Food Retail
Pigeon Corp.,7956,XTKS,Personal Care Products/Appliances
Pilot Corp.,7846,XTKS,Nondurable Household Products
Piolax Inc.,5988,XTKS,Motor Vehicle Parts
PiPEDO HD Inc.,3919,XTKS,Software
Pixela Corp.,6731,XTKS,Software
PIXTA Inc.,3416,XTKS,Diversified Business Services
PKSHA Technology Inc.,3993,XTKS,Software
Plaid Inc.,4165,XTKS,Software
Plant Co. Ltd.,7646,XTKS,Mixed Retailing
Plat'home Co. Ltd.,6836,XTKS,Computers/Consumer Electronics
Platz Co. Ltd.,7813,XTKS,Medical Equipment/Supplies
Plenus Co. Ltd.,9945,XTKS,Restaurants
Plus Alpha Consulting Co. Ltd.,4071,XTKS,Internet/Online
Pola Orbis Holdings Inc.,4927,XTKS,Personal Care Products/Appliances
Polaris Holdings Co. Ltd.,3010,XTKS,Hotels
Poletowin Pitcrew Holdings Inc.,3657,XTKS,Toys & Games
Poplar Co. Ltd.,7601,XTKS,Food Retail
Poppins Holdings Inc.,7358,XTKS,Consumer Services
Port Inc.,7047,XTKS,Computer Services
Poval Kogyo Co. Ltd.,4247,XNGO,Industrial Machinery
Power Solutions Ltd.,4450,XTKS,Computer Services
PR Times Inc.,3922,XTKS,Advertising/Marketing/Public Relations
Precision System Science Co. Ltd.,7707,XTKS,Medical Equipment/Supplies
Premier Anti-Aging Co. Ltd.,4934,XTKS,Specialty Retail
Premium Group Co. Ltd.,7199,XTKS,Consumer Finance
Premium Water Holdings Inc.,2588,XTKS,Non-Alcoholic Beverages/Drinks
Press Kogyo Co. Ltd.,7246,XTKS,Motor Vehicle Parts
Pressance Corp.,3254,XTKS,Real Estate Developers
Prestige International Inc.,4290,XTKS,Consumer Services
Prima Meat Packers Ltd.,2281,XTKS,Food Products
ProjectCompany Inc.,9246,XTKS,Diversified Business Services
Pronexus Inc.,7893,XTKS,Diversified Business Services
Properst Co. Ltd.,3236,XJAS,Real Estate Developers
Property Agent Inc.,3464,XTKS,Real Estate Developers
Property Data Bank Inc.,4389,XTKS,Internet/Online
Prored Partners Co. Ltd.,7034,XTKS,Diversified Business Services
Pro-Ship Inc.,3763,XTKS,Software
Proto Corp.,4298,XTKS,Advertising/Marketing/Public Relations
Pulstec Industrial Co. Ltd.,6894,XTKS,Precision Products
Punch Industry Co. Ltd.,6165,XTKS,Industrial Machinery
QB Net Holdings Co. Ltd.,6571,XTKS,Consumer Services
QD Laser Inc.,6613,XTKS,Medical Equipment/Supplies
Qol Holdings Co. Ltd.,3034,XTKS,Drug Retail
Quantum Solutions Co. Ltd.,2338,XTKS,Computer Services
Quick Co. Ltd.,4318,XTKS,Employment/Training Services
R&D Computer Co. Ltd.,3924,XTKS,Computer Services
Raccoon Holdings Inc.,3031,XTKS,Internet/Online
Raito Kogyo Co. Ltd.,1926,XTKS,Construction
Raiznext Corp.,6379,XTKS,General Services
Raksul Inc.,4384,XTKS,Printing
Rakumo Inc.,4060,XTKS,Internet/Online
Rakus Co. Ltd.,3923,XTKS,Internet/Online
Rakuten Group Inc.,4755,XTKS,Internet/Online
RaQualia Pharma Inc.,4579,XJAS,Pharmaceuticals
RareJob Inc.,6096,XTKS,Consumer Services
Rasa Corp.,3023,XTKS,Wholesalers
Rasa Industries Ltd.,4022,XTKS,Chemicals
Realworld Inc.,3691,XTKS,Internet/Online
Recovery International Co. Ltd.,9214,XTKS,Healthcare Provision
Recruit Holdings Co. Ltd.,6098,XTKS,Employment/Training Services
Refinverse Group Inc.,7375,XTKS,Environment/Waste Management
Relia Inc.,4708,XTKS,Advertising/Marketing/Public Relations
Relo Group Inc.,8876,XTKS,Real Estate Developers
Remixpoint Inc.,3825,XTKS,Software
Renaissance Inc.,2378,XTKS,Recreational Services
Renascience Inc.,4889,XTKS,Pharmaceuticals
Renesas Electronics Corp.,6723,XTKS,Semiconductors
ReNet Japan Group Inc.,3556,XTKS,Environment/Waste Management
Renewable Japan Co. Ltd.,9522,XTKS,Renewable Energy Generation
Renewable Japan Energy Infrastructure Fund Inc.,9283,XTKS,Closed-End Funds
Rengo Co. Ltd.,3941,XTKS,Containers/Packaging
Renova Inc.,9519,XTKS,Renewable Energy Generation
Rentracks Co. Ltd.,6045,XTKS,Advertising/Marketing/Public Relations
Resol Holdings Co. Ltd.,5261,XTKS,Hotels
Resona Holdings Inc.,8308,XTKS,Banking
Resorttrust Inc.,4681,XTKS,Hotels
Restar Holdings Corp.,3156,XTKS,Semiconductors
Retail Partners Co. Ltd.,8167,XTKS,Food Retail
Retty Inc.,7356,XTKS,Internet/Online
Revolution Co. Ltd.,8894,XTKS,Real Estate Developers
